purchase_id,customer_id,product_id,quantity,total_price,recipient_name,recipient_phone,province,city,district,street_name,house_number,purchase_time
PR0007150,C01379,P0323571,1,69.4,Tammy Little,359-712-8748,Indiana,Hagerstown,Wayne,Hicks Crossing,23705,2024-04-17 02:49:54
PR0004366,C02264,P0323574,1,20.35,Walter Stewart,219-471-2512,Arkansas,Huttig,Union,Hood Street,5312,2024-05-03 18:50:43
PR0006855,C02869,P0323575,2,11.96,Chad Jones,849-214-3863,Idaho,Bovill,Latah,Mariah Harbor,48426,2024-04-28 13:02:27
PR0007910,C02902,P0323661,1,6.34,Keith Rodriguez,475-514-4595,Alaska,Unalaska,Aleutians West,Jacob Isle,21118,2024-04-16 05:18:45
PR0007263,C01864,P0323875,1,15.56,Heather Nunez,285-851-9636,Minnesota,Longville,Cass,Murphy Landing,24,2024-04-22 21:16:04
PR0001702,C01014,P0323909,3,53.85,Crystal Garcia,895-221-7974,Indiana,Lanesville,Harrison,Ashley Drives,426,2024-04-24 03:05:25
PR0002465,C02431,P0323936,2,263.44,Lauren Merritt,845-383-3004,Texas,Bruceville,Mclennan,David Park,723,2024-05-15 20:10:29
PR0003472,C00040,P0323987,3,35.85,Barbara Kelley,627-666-7843,Indiana,Lagrange,Lagrange,Lopez Lights,40384,2024-04-15 22:38:19
PR0000258,C02935,P0324063,1,35.92,Renee Melendez,523-480-9387,West Virginia,White Sulphur Springs,Greenbrier,Morris Club,468,2024-04-22 02:16:03
PR0003969,C06451,P0324091,1,11.96,Jeffery Collins,251-845-5730,Michigan,Filion,Huron,Sims Burg,10797,2024-05-06 00:09:21
PR0002288,C03823,P0324093,1,11.96,Stephanie Pierce,903-667-5344,Missouri,Carterville,Jasper,Simon Fields,640,2024-05-14 22:42:03
PR0003543,C00243,P0324114,1,9.57,James Neal,334-373-8921,Kansas,Sylvan Grove,Lincoln,Ashley Extensions,849,2024-04-18 22:04:44
PR0001976,C04557,P0324120,1,4.87,Gregory Ward,360-289-1849,Arkansas,Dierks,Howard,Dean Hills,319,2024-05-07 05:16:31
PR0005790,C01541,P0324128,1,19.15,Dana Hopkins,309-713-5085,New Jersey,Middlesex,Middlesex,Mcgrath Rest,356,2024-05-04 23:29:44
PR0004291,C04092,P0324141,2,16.74,Wendy Hamilton,601-584-4812,Oregon,Lostine,Wallowa,Clark Squares,841,2024-05-02 09:50:23
PR0007083,C00582,P0324180,2,14.34,Kevin Peterson,501-990-5048,Pennsylvania,Duncansville,Blair,Nicholas Ferry,6471,2024-05-01 14:16:16
PR0001023,C00033,P0324187,3,81.15,Jennifer Wells,365-477-1495,Oklahoma,Leflore,Le Flore,Palmer Cliff,5244,2024-05-02 00:10:46
PR0004313,C06004,P0324273,1,11.96,Patricia Townsend DDS,649-759-3248,South Carolina,Goose Creek,Berkeley,Jacob Corners,9982,2024-05-06 00:11:18
PR0007969,C02221,P0324327,1,29.93,Andrew Mann,765-827-5808,Pennsylvania,Eighty Four,Washington,Linda Shore,6461,2024-05-15 13:29:59
PR0000014,C04135,P0324380,1,17.95,John Graham,448-922-5188,North Dakota,Lansford,Bottineau,Pineda Lodge,3020,2024-05-03 06:16:50
PR0004846,C01159,P0324394,1,179.58,Tracey Gonzalez,530-846-9445,Florida,Edgar,Putnam,Hansen Lights,194,2024-04-26 15:27:34
PR0003447,C02383,P0324399,3,39.48,Ralph Anderson,380-326-9783,North Dakota,Washburn,Mclean,Stone Ports,7925,2024-04-22 09:31:01
PR0003773,C00298,P0324441,1,20.35,Timothy Romero,412-313-4140,Pennsylvania,Slippery Rock,Butler,Williams Summit,62590,2024-04-16 03:16:50
PR0008151,C02236,P0324449,1,45.5,Michaela Williams,689-941-8849,Arkansas,Bella Vista,Benton,Travis View,614,2024-05-13 16:22:21
PR0002142,C02957,P0324517,1,47.89,Olivia Ayers,303-753-9239,Minnesota,Lengby,Mahnomen,Houston Key,4512,2024-05-14 23:30:38
PR0004945,C05220,P0324586,1,17.7,Eric Miranda,463-711-2615,Maryland,Brandywine,Prince Georges,Sheila Meadow,5273,2024-04-20 14:56:04
PR0000753,C03153,P0324589,2,95.78,Christian Herrera,885-956-2633,Colorado,Monarch,Chaffee,Aaron Brooks,26661,2024-05-02 01:14:17
PR0002068,C03201,P0324595,3,251.46,Tracy Combs,344-655-1463,Massachusetts,Williamsburg,Hampshire,Gabriel Isle,50227,2024-05-12 21:33:27
PR0004449,C03760,P0324597,1,8.37,George Hall,424-776-2333,Minnesota,Oklee,Red Lake,Holder Meadow,194,2024-04-15 19:17:45
PR0000591,C04082,P0324597,1,8.37,Taylor Taylor,237-693-4113,Iowa,Mc Causland,Scott,Jessica Knolls,30745,2024-05-04 10:53:59
PR0002072,C00393,P0324653,3,98.79,Kathleen Blankenship,242-853-9301,Mississippi,Hurley,Jackson,Lang Valleys,84232,2024-04-30 11:10:12
PR0001576,C02531,P0324671,1,11.96,Reginald Diaz,961-468-3601,Iowa,Camanche,Clinton,Browning Parks,6955,2024-04-21 13:39:10
PR0003715,C04710,P0324690,5,41.85,Miguel Lewis,408-294-2983,Virginia,Herndon,Fairfax,Ashley Stravenue,479,2024-04-30 04:38:59
PR0006527,C03792,P0324778,1,10.18,Sara Lyons,337-742-6263,Wyoming,Little America,Sweetwater,Dustin Causeway,586,2024-04-23 15:43:19
PR0008223,C01026,P0324930,5,591.7,Paul Thomas,500-234-2166,Minnesota,Littlefork,Koochiching,Rowe Cliffs,723,2024-04-21 19:58:10
PR0001556,C01727,P0325069,3,25.11,Tyler Acevedo,837-661-1984,Iowa,Correctionville,Woodbury,Shelton Port,78220,2024-05-13 00:15:43
PR0007305,C00943,P0325113,1,334.08,Jeanette Pineda,717-845-2010,Oregon,Clatskanie,Columbia,Smith Lakes,173,2024-04-29 04:13:46
PR0001345,C04234,P0325121,2,143.68,Christian Vaughn,510-401-5262,Texas,Elysian Fields,Harrison,Lucas Motorway,8072,2024-05-01 02:55:28
PR0002990,C01858,P0325165,1,617.03,Dakota Santos,896-224-5246,Texas,White Oak,Gregg,Holly Wall,2142,2024-05-12 23:12:07
PR0001898,C04033,P0325200,2,23.92,Mikayla Bennett,811-793-4625,North Dakota,Jessie,Griggs,Johnathan Spring,15256,2024-04-20 13:45:00
PR0004519,C04152,P0325279,3,107.76,Vicki Horton,597-779-2844,Georgia,Royston,Franklin,Martin Roads,571,2024-04-17 03:49:41
PR0005768,C06476,P0325281,1,39.51,Candace Moss,235-860-2811,Vermont,Sharon,Windsor,Reginald Walks,9018,2024-04-25 20:50:20
PR0008409,C06332,P0325315,1,17.94,Eric Cline,973-633-1216,Washington,Pacific Beach,Grays Harbor,Collier Turnpike,307,2024-04-16 03:11:20
PR0003477,C06079,P0325335,1,107.77,Jason Harris,569-705-8050,Minnesota,Alden,Freeborn,John Well,467,2024-04-23 02:09:56
PR0001513,C04419,P0325371,1,135.77,Joan Hodges,811-787-3061,New York,Haverstraw,Rockland,Gabriel Well,8536,2024-05-08 18:56:27
PR0004359,C04307,P0325381,3,46.68,Sara Wallace,720-491-4507,West Virginia,Orma,Calhoun,Rose Junction,34335,2024-04-29 14:28:42
PR0007885,C03389,P0325404,2,359.26,Gloria Coleman,348-265-1470,Indiana,New Waverly,Cass,Lane Ranch,2815,2024-04-16 17:21:13
PR0003390,C01222,P0325476,1,280.0,Sarah Randolph,874-607-4787,South Dakota,Egan,Moody,Franco Shoals,5964,2024-04-17 06:29:38
PR0001215,C06333,P0325478,1,387.96,Mark Parrish,749-945-8248,Pennsylvania,Gibsonia,Allegheny,Sara Station,4125,2024-05-08 14:19:43
PR0006622,C05178,P0325536,1,5.98,Keith Mendoza,946-468-8221,South Dakota,Grenville,Day,Christina Forest,58471,2024-04-30 08:13:45
PR0000693,C04824,P0325602,1,12.56,Carl Williams,482-920-7948,Vermont,Granby,Essex,Jones Lock,207,2024-05-07 00:58:24
PR0006614,C03281,P0325625,1,129.22,Kevin Oconnor,643-460-4404,Minnesota,Ihlen,Pipestone,Jennifer Gateway,8185,2024-05-07 12:03:16
PR0007351,C00142,P0325635,1,23.94,Jamie Morris,219-773-4943,Oklahoma,Arkoma,Le Flore,Heather Ramp,255,2024-05-06 19:33:17
PR0007759,C02524,P0325803,2,119.74,Christine Miller,352-307-7507,New York,Willseyville,Tioga,Gibbs Ridges,28685,2024-05-05 22:11:57
PR0006158,C03891,P0325848,1,13.4,Laura Nixon,680-915-5660,Oregon,Milton Freewater,Umatilla,Alicia Field,932,2024-04-16 16:05:25
PR0006517,C01495,P0325889,1,47.89,Dawn Robinson,613-924-7622,Utah,Cleveland,Emery,Wilson Cliffs,4746,2024-05-12 08:09:33
PR0000147,C01651,P0325905,1,10.77,Alexander Daniels,587-907-7099,Montana,Frenchtown,Missoula,Jeremy Mount,18425,2024-05-10 04:51:45
PR0006330,C00106,P0325927,2,64.64,Kathryn Flynn,687-518-1488,Michigan,White Lake,Oakland,Wood Mountains,6698,2024-05-07 21:51:15
PR0001333,C05765,P0325970,1,13.16,Ryan Gonzalez,555-683-7712,Idaho,Franklin,Franklin,Rebekah Loaf,73,2024-05-04 10:11:41
PR0000676,C01751,P0326086,2,119.74,Alexander Mcneil MD,606-718-4341,Wisconsin,Kenosha,Kenosha,Kristen Drive,82933,2024-05-12 21:23:18
PR0005355,C01849,P0326096,1,9.57,John Lee,253-528-9812,Florida,Lake Harbor,Palm Beach,Allen Grove,359,2024-05-08 18:39:35
PR0004050,C04561,P0326142,1,17.95,Erika Ramirez,724-254-8573,New York,Weedsport,Cayuga,Diaz Port,98280,2024-05-06 00:19:10
PR0007948,C05304,P0326144,2,50.78,James Martin,653-637-5245,California,Guatay,San Diego,Contreras Radial,21693,2024-04-15 01:37:13
PR0006276,C00674,P0326178,3,35.88,Angela Collier,770-320-3741,Tennessee,Crump,Hardin,Everett Inlet,599,2024-05-09 18:09:12
PR0002565,C05160,P0326271,1,23.94,Daniel Reynolds,952-792-3696,North Carolina,Hampstead,Pender,Smith Spurs,200,2024-04-20 01:46:41
PR0008168,C01908,P0326365,1,7.17,Tyler Morrison,664-385-4556,Louisiana,Colfax,Grant,Pham Meadows,3777,2024-04-27 07:06:41
PR0007891,C03263,P0326394,2,349.06,Robin Thompson,845-485-9892,Kansas,Olathe,Johnson,Jones Walks,46518,2024-04-21 20:31:14
PR0003332,C04211,P0326399,1,76.16,Melissa Zimmerman,354-982-2824,Virginia,West Mclean,Fairfax,Clark Stream,2180,2024-04-15 04:11:45
PR0007973,C05795,P0326407,1,11.96,Helen Carr,476-689-7444,Illinois,Gridley,Mclean,Miller Forks,38628,2024-04-30 18:22:13
PR0001993,C01102,P0326489,1,25.15,Paul Patterson,330-284-3644,Florida,Pompano Beach,Broward,Carter Village,75627,2024-04-25 18:28:33
PR0008264,C00310,P0326569,1,474.18,Thomas Bennett,879-966-6624,Illinois,Benld,Macoupin,Jerry Ways,534,2024-05-01 01:31:10
PR0000367,C05781,P0326686,1,27.53,Lorraine Turner,384-496-3105,New York,South Richmond Hill,Queens,Michael Forges,6503,2024-04-17 11:14:05
PR0005238,C04233,P0326698,2,32.32,Joseph Ayers,788-514-4335,Ohio,Stockdale,Pike,Alexis Islands,72346,2024-04-25 09:04:54
PR0007745,C01391,P0326700,3,71.82,Martin Wood,598-740-6031,Georgia,Calvary,Grady,Joseph Ridge,402,2024-05-04 17:21:51
PR0000315,C02494,P0326702,1,47.31,Brandon Brown,858-647-6569,Michigan,Ada,Kent,Galvan Mountains,9900,2024-05-07 20:36:28
PR0000323,C00116,P0326759,5,59.8,Amber Hines,541-298-3011,Massachusetts,Roslindale,Suffolk,Banks Shoals,272,2024-05-02 16:49:34
PR0003019,C02586,P0326786,1,11.96,Cory Castaneda,634-873-5978,Connecticut,Vernon Rockville,Tolland,Brian Light,37050,2024-05-11 01:36:36
PR0002286,C02611,P0326811,1,11.96,James Mejia,320-718-8004,South Dakota,Mc Laughlin,Corson,Hunter Lights,67211,2024-04-16 15:37:16
PR0004726,C01004,P0326824,2,23.92,Donna Boone,652-400-4012,Vermont,Sharon,Windsor,Le Viaduct,69022,2024-04-16 15:03:09
PR0004362,C01866,P0326850,1,11.96,Alexandra Dominguez,983-364-8609,Missouri,Falcon,Laclede,Donald Stream,23208,2024-05-03 02:41:14
PR0000070,C03309,P0326900,3,35.88,Evan Hernandez,863-500-2019,Missouri,Holliday,Monroe,Adam Row,9077,2024-04-18 23:15:36
PR0002409,C03557,P0326958,1,11.96,Jeffrey Chandler,796-783-8502,Indiana,Dillsboro,Dearborn,Heather Branch,8498,2024-04-23 09:25:17
PR0004034,C02599,P0326963,2,23.92,Miranda Myers,620-247-8217,Texas,Leesburg,Camp,Whitaker Spring,572,2024-05-07 02:42:57
PR0008345,C05502,P0327012,1,11.96,Nathan Cummings,592-632-9372,Wyoming,Meriden,Laramie,Vanessa Skyway,894,2024-05-15 20:08:16
PR0005004,C03557,P0327015,1,11.96,Jeffrey Chandler,644-204-6246,Indiana,Dillsboro,Dearborn,Heather Branch,8498,2024-05-15 11:36:57
PR0003125,C05075,P0327059,2,23.92,Kara Davis,875-516-1863,Oregon,The Dalles,Wasco,Christopher Court,528,2024-05-12 13:20:28
PR0006373,C01023,P0327066,2,23.92,Anthony Bailey,242-520-3897,Indiana,Ligonier,Noble,Cunningham Estates,392,2024-04-15 08:36:24
PR0000894,C04005,P0327087,2,23.92,Jamie Williams,464-896-2978,North Carolina,Glen Alpine,Burke,Robert Inlet,58679,2024-04-28 15:44:49
PR0008008,C01695,P0327183,3,35.94,Renee Franklin,976-585-8708,New York,Woodstock,Ulster,Mark Shoal,81,2024-05-06 01:28:07
PR0006756,C04269,P0327213,2,23.92,Brandon Fleming,387-457-7560,Missouri,Carterville,Jasper,Shelby Courts,847,2024-05-09 08:36:11
PR0007752,C04387,P0327276,2,23.92,Jeffrey Carter,593-207-2644,Texas,Burlington,Milam,Mario Mountain,13022,2024-04-19 07:00:05
PR0008290,C04380,P0327370,2,23.92,Jessica Ryan,223-536-4545,Pennsylvania,Six Mile Run,Bedford,Taylor Springs,7359,2024-04-21 06:08:08
PR0000664,C03752,P0327400,5,59.8,Matthew Smith,547-733-5116,Oklahoma,Langston,Logan,Nathan Mission,44554,2024-05-01 19:10:59
PR0004301,C04076,P0327404,2,23.92,Kelly Craig,873-468-5888,Kansas,Havana,Montgomery,Nunez Row,513,2024-04-27 01:11:13
PR0000359,C03523,P0327429,2,23.92,Megan Murray,620-457-8683,Mississippi,Walnut,Tippah,Reese Walks,60041,2024-05-07 16:52:45
PR0005286,C01592,P0327476,1,11.96,Brenda Clark,683-750-3929,Virginia,Keeling,Pittsylvania,Chung Throughway,360,2024-05-09 21:23:57
PR0008333,C04509,P0327533,2,560.2,Michele Thomas,669-228-8668,North Carolina,Kelly,Bladen,Lindsey Fork,87078,2024-04-30 12:32:07
PR0003703,C00629,P0327566,1,754.42,Stephen Alvarez MD,408-386-2819,Idaho,Declo,Cassia,Davis Manors,9266,2024-05-07 14:32:30
PR0005429,C00564,P0327741,1,41.9,Anthony Ashley,615-840-3586,Georgia,Fortson,Muscogee,Robert Unions,2755,2024-04-22 16:41:55
PR0000979,C00473,P0327850,2,883.8,Eric Henry Jr.,695-808-6258,Wisconsin,Neopit,Menominee,Laurie Course,8925,2024-04-19 21:05:42
PR0003401,C00316,P0327864,1,31.08,Laurie Johnson,475-294-4552,Georgia,Calvary,Grady,Daniel Place,857,2024-04-27 07:20:07
PR0006654,C05366,P0328018,1,17.95,Trevor Armstrong,245-770-2682,Illinois,Palos Hills,Cook,Andrea Passage,2105,2024-04-24 00:22:12
PR0004797,C01465,P0328026,3,79.05,Jenna Roberts,847-344-6934,Texas,New Caney,Montgomery,Madison Summit,691,2024-04-21 17:49:41
PR0008390,C05721,P0328077,2,119.74,Brian Murray,861-491-6175,Virginia,Herndon,Fairfax,Margaret Mountain,56478,2024-05-02 21:48:05
PR0001831,C04811,P0328102,3,646.59,Margaret Mills,721-209-9569,Massachusetts,Malden,Middlesex,Hoffman Overpass,7030,2024-05-07 02:28:41
PR0001522,C01147,P0328128,2,258.66,Laura Hopkins,594-784-5623,Indiana,Moores Hill,Dearborn,Kim Corners,378,2024-05-14 21:48:11
PR0002430,C02661,P0328177,1,41.9,Kathleen Jones,280-383-1941,Oklahoma,Butler,Custer,Robert Points,20546,2024-04-28 20:22:44
PR0002693,C01064,P0328186,2,31.12,Mary Richardson,582-875-9147,Alabama,Greensboro,Hale,Cherry Burg,5362,2024-04-23 12:22:24
PR0001923,C02999,P0328209,1,12.8,Michael Lopez,356-274-8404,Nebraska,Fort Calhoun,Washington,Cassandra Falls,440,2024-05-14 01:21:03
PR0004720,C04642,P0328218,1,71.84,Jessica Owens,778-626-4856,Vermont,North Hero,Grand Isle,Delacruz Crossroad,975,2024-05-01 08:05:41
PR0006971,C00969,P0328246,2,23.92,Anthony Clark,525-389-3328,Ohio,Blue Rock,Muskingum,Wendy Dale,35028,2024-04-22 14:34:28
PR0005175,C02910,P0328275,1,11.62,Vanessa Morris,700-818-3979,Texas,Redwater,Bowie,Perez Greens,1583,2024-04-29 17:02:45
PR0008283,C02996,P0328392,1,161.49,Laurie Goodwin,418-997-1396,Indiana,Albion,Noble,Bradley Corners,103,2024-04-21 05:45:30
PR0007496,C04864,P0328497,1,10.77,Thomas Serrano,262-529-8721,Idaho,Bovill,Latah,Daniel Shore,1132,2024-04-27 06:48:28
PR0008004,C05124,P0328498,1,14.97,Gerald Mcclure,691-807-6684,New York,Congers,Rockland,Diana Lakes,4433,2024-05-02 07:40:51
PR0000771,C04811,P0328598,1,23.94,Zachary Waters,464-896-9862,Idaho,Arco,Butte,Rachel Prairie,31868,2024-05-02 02:41:03
PR0002788,C05176,P0328681,1,17.95,Carrie Smith,880-218-3592,Virginia,Hot Springs,Bath,Herman Lake,7078,2024-05-03 01:59:51
PR0003838,C02346,P0328725,1,11.96,Robin Sullivan,784-787-7684,Wisconsin,Sauk City,Sauk,Barbara Key,8851,2024-04-23 08:50:40
PR0000096,C01800,P0328751,1,17.95,Denise Anderson,632-917-4282,New Mexico,Tijeras,Bernalillo,Mejia Way,5056,2024-04-18 15:02:58
PR0004300,C05000,P0328775,1,21.54,Kathleen Kennedy,891-790-4142,Mississippi,Meadville,Franklin,Glover Trail,4837,2024-04-20 09:59:43
PR0008019,C05658,P0328833,1,17.93,Steven Santos,554-434-1977,Arkansas,Elaine,Phillips,Christine Well,392,2024-05-11 14:05:58
PR0007932,C01123,P0328878,1,23.9,Lisa Mills,672-223-4619,Illinois,Keenes,Wayne,Jessica Forks,1685,2024-04-23 00:42:14
PR0004187,C01622,P0328908,1,17.93,William Tate,470-432-2081,Nebraska,David City,Butler,Beasley Falls,391,2024-05-06 03:01:27
PR0002817,C00771,P0328954,3,53.79,Wesley Hardin,656-274-9125,Wisconsin,Elcho,Langlade,Hendrix Light,910,2024-05-15 21:46:42
PR0002346,C03143,P0328956,5,44.6,Javier Kane,485-623-7921,Ohio,Beaver,Pike,Griffin Ramp,1265,2024-05-06 22:38:06
PR0000860,C04570,P0328979,1,11.95,Kaitlin Tyler,633-283-8602,Michigan,Watersmeet,Gogebic,Burton Burg,45300,2024-04-18 08:23:05
PR0003365,C01690,P0329044,3,53.79,Laurie Sanchez,690-277-3930,New York,Poestenkill,Rensselaer,Moreno Brooks,197,2024-04-26 12:12:12
PR0004973,C05169,P0329082,1,11.95,Lori Hernandez,294-446-3175,Arkansas,Board Camp,Polk,Russell Drive,138,2024-05-03 18:13:10
PR0006965,C04865,P0329098,3,53.79,David Harper,730-813-4826,Kentucky,South Williamson,Pike,Robertson Ramp,6686,2024-04-18 05:00:50
PR0005006,C04079,P0329181,3,35.85,Sean Blevins,343-302-1425,Wisconsin,Kenosha,Kenosha,Jeffrey Rapid,62704,2024-05-09 04:59:24
PR0002121,C05475,P0329202,1,17.93,Melissa Rojas,496-411-7018,New Hampshire,Marlborough,Cheshire,Timothy Inlet,6930,2024-04-28 14:52:43
PR0007241,C00299,P0329328,5,89.65,Anthony Medina,551-231-7811,Michigan,Scottville,Mason,Kristen Oval,113,2024-05-05 06:29:24
PR0007074,C01625,P0329341,1,17.93,Charles Stevenson,326-805-2512,Virginia,Fries,Grayson,Horne Fords,7608,2024-05-12 09:40:18
PR0000018,C01636,P0329391,2,35.86,John Stephens,426-217-3589,Massachusetts,Lenox Dale,Berkshire,Hatfield Well,21650,2024-04-24 07:06:43
PR0008459,C00746,P0329397,1,17.93,Jeffrey Leonard,427-512-9751,Tennessee,Allred,Overton,Paul Lock,8508,2024-05-14 01:21:44
PR0003101,C02997,P0329420,1,11.95,Katrina Greene,750-676-9095,Ohio,North Olmsted,Cuyahoga,Jason Garden,5,2024-05-15 19:00:01
PR0006483,C03798,P0329445,3,53.79,Jordan Mueller,480-704-5881,Alabama,Fitzpatrick,Bullock,Veronica Park,8967,2024-04-26 18:01:15
PR0007463,C01692,P0329645,1,140.11,Jacob Obrien,754-275-1516,Iowa,Bedford,Taylor,Lisa Crossroad,470,2024-04-25 00:33:57
PR0005908,C06470,P0329700,1,172.44,Rachel Reid,392-918-3910,South Carolina,Mc Coll,Marlboro,Allen Drives,9849,2024-04-20 16:06:18
PR0005979,C00960,P0329728,5,538.35,Katherine Hammond,795-452-4494,Florida,Kissimmee,Polk,Cordova Underpass,395,2024-05-10 23:56:29
PR0005661,C05839,P0329737,2,281.68,Edward Moore,355-379-7808,Iowa,Elma,Howard,Belinda Plaza,16873,2024-05-08 16:16:34
PR0005293,C01333,P0329753,1,189.68,Daniel Hawkins,584-434-9533,North Carolina,Bellarthur,Pitt,Nancy Unions,57488,2024-04-26 17:14:44
PR0004035,C05800,P0329761,1,269.28,Nicholas Nichols,589-264-1267,New York,Parishville,Saint Lawrence,Torres Centers,438,2024-04-18 20:07:01
PR0005878,C01182,P0329768,2,260.76,James Morgan,819-280-9533,Arkansas,Lafe,Greene,Watson Loop,59934,2024-05-14 02:05:43
PR0003907,C03058,P0329891,2,383.24,Jesse Perry,704-629-4927,Wisconsin,Marathon,Marathon,Lori Viaduct,683,2024-04-20 19:05:12
PR0001306,C01267,P0330024,1,47.89,Brenda Bernard,485-878-8962,Texas,Daisetta,Liberty,Dillon Keys,88711,2024-04-16 08:41:16
PR0000305,C04977,P0330074,3,840.0,George Bailey,647-228-5552,Ohio,New Holland,Pickaway,Jason Turnpike,315,2024-04-21 03:16:33
PR0003878,C02879,P0330123,2,107.76,Jason Johnson,298-724-1866,New Jersey,Middlesex,Middlesex,Wood Way,26412,2024-04-26 16:30:30
PR0006678,C05044,P0330124,1,77.83,Ryan Short,290-334-9335,Pennsylvania,Gibsonia,Allegheny,Glenn Common,32661,2024-04-15 23:05:40
PR0006025,C05738,P0330151,1,431.07,Daniel Nguyen,326-906-6693,Texas,Natalia,Medina,Higgins Lights,27651,2024-05-03 04:50:45
PR0002379,C04092,P0330286,1,258.55,Dawn Martinez,547-388-8264,Tennessee,Tigrett,Dyer,Jeff Pass,798,2024-05-11 21:22:08
PR0001557,C05864,P0330292,1,603.51,Heather Woodard,659-503-2581,Michigan,Fountain,Mason,Andrew Forges,8323,2024-05-10 21:33:30
PR0000884,C06422,P0330305,1,337.55,Brian Gonzalez,471-302-4440,Tennessee,Westmoreland,Sumner,Teresa Expressway,4847,2024-05-04 10:46:19
PR0005944,C00301,P0330334,3,969.9,Donna Boone,840-770-6486,South Carolina,Hartsville,Darlington,Taylor Mall,60881,2024-04-24 07:28:42
PR0004377,C05598,P0330385,1,11.96,Lisa Garcia,391-433-3342,New Mexico,Tularosa,Otero,Sanchez Summit,8689,2024-05-08 08:07:46
PR0007800,C05302,P0330403,2,95.56,Rachel Rose,602-602-3686,Massachusetts,Norwood,Norfolk,Julie Port,181,2024-05-14 22:51:09
PR0001009,C00200,P0330421,1,368.48,Eileen Silva MD,575-680-3715,New York,Northport,Suffolk,Mark Extension,2627,2024-04-21 14:40:28
PR0003801,C01961,P0330445,1,103.42,Sara Robinson,792-793-7666,West Virginia,Newhall,Mcdowell,Thomas Squares,268,2024-05-10 04:52:37
PR0005679,C06090,P0330479,1,51.38,Victoria Johnson,456-211-2151,Georgia,Hull,Madison,Adam Vista,573,2024-04-29 07:48:26
PR0008497,C00408,P0330524,1,166.53,Brian Martin,533-647-5341,Virginia,Clifton Forge,Alleghany,Allison Forks,753,2024-04-24 04:47:30
PR0007338,C02783,P0330614,1,193.97,Jamie Smith,750-280-7660,Arkansas,Board Camp,Polk,Olivia Road,487,2024-05-03 18:50:05
PR0004564,C02054,P0330653,1,323.3,Tiffany Ramsey,937-551-8078,Tennessee,Rockvale,Rutherford,Thomas Flats,167,2024-05-04 14:59:25
PR0001751,C01010,P0330675,2,1077.7,Nicole Frey,260-724-3867,Arizona,Polacca,Navajo,Paul Squares,5633,2024-04-28 22:49:56
PR0000465,C03611,P0330687,1,320.95,Lawrence Valencia,930-533-4900,Maine,Hiram,Oxford,Brandi Pines,10438,2024-04-21 16:00:19
PR0004883,C06383,P0330713,2,476.18,Curtis Wilkerson,716-679-3879,Texas,Burton,Washington,Keith Loaf,715,2024-04-17 06:09:13
PR0002386,C04802,P0330759,2,668.2,Kelli Montgomery,992-427-2049,Pennsylvania,Brookville,Jefferson,Patricia Cliff,226,2024-05-01 15:55:25
PR0004287,C05235,P0330763,1,143.94,Diane Herrera,337-462-4531,Indiana,Ligonier,Noble,Murphy Drives,359,2024-05-12 07:23:06
PR0006788,C01163,P0330766,1,129.31,Robert Jones,806-916-2415,Massachusetts,East Weymouth,Norfolk,Sherry Views,71775,2024-04-25 00:38:49
PR0002952,C00835,P0330823,2,387.98,Katrina Richardson,664-441-2279,Pennsylvania,Vanderbilt,Fayette,Katelyn Views,3910,2024-05-07 08:58:24
PR0000862,C03418,P0330859,2,689.7,Johnny Rodriguez,932-803-6529,Vermont,Sheldon Springs,Franklin,Walker Path,473,2024-05-10 11:43:06
PR0005106,C01605,P0330863,3,550.17,Mark Gallegos,241-276-6180,Nebraska,Linwood,Butler,Suzanne Freeway,99865,2024-04-27 12:26:54
PR0004089,C03959,P0330868,1,204.77,Kimberly Nunez,321-257-7378,Nebraska,Madrid,Perkins,Mueller Mountain,2,2024-05-15 08:49:48
PR0002043,C01472,P0330894,2,542.74,Heather Mccormick,805-365-7628,Nevada,Carson City,Douglas,Foley Pines,1546,2024-04-18 08:26:17
PR0008314,C00700,P0330897,1,215.44,Thomas Green,255-203-6853,Missouri,Cainsville,Harrison,Meagan Loaf,6896,2024-04-22 15:19:54
PR0004722,C04729,P0331096,1,463.21,Michelle Middleton,570-359-9670,Utah,Minersville,Beaver,Diane Key,673,2024-05-09 02:45:42
PR0003783,C03099,P0331121,1,193.99,Joshua Pope,316-636-4740,Ohio,Okeana,Butler,Joel Common,7423,2024-05-13 21:12:21
PR0002746,C03557,P0331130,2,385.06,Jeffrey Chandler,695-695-6428,Indiana,Dillsboro,Dearborn,Heather Branch,8498,2024-05-14 01:09:04
PR0001859,C00375,P0331145,1,301.77,Rhonda Cobb,919-241-6750,New York,Willseyville,Tioga,Luke Gateway,551,2024-04-21 12:11:29
PR0008495,C04307,P0331170,2,474.2,Sara Wallace,720-491-4507,Alabama,Trussville,Jefferson,Lindsay Village,766,2024-05-12 07:56:55
PR0002974,C05599,P0331256,2,23.92,Suzanne Martinez,534-903-6475,Texas,Orange,Orange,Thompson Center,6956,2024-04-27 23:27:44
PR0002435,C04223,P0331264,1,280.21,Rebecca Stewart,965-891-1661,Oklahoma,Hendrix,Bryan,Thompson Crossroad,9116,2024-05-10 20:10:35
PR0002347,C03214,P0331273,1,129.31,Jason Stevenson,266-947-5528,New Mexico,Tijeras,Bernalillo,Santiago Meadows,24983,2024-04-18 02:59:16
